file,layer,macro,purpose,reads,writes,calls,called_by,invoked_in_batch
sas/macros/m_ead_ccf.sas,core,ead_ccf,calculate EAD using segment CCFs,stg.tape_arrears,stg.ead,log_step,sas/driver/run_ifrs9_ecl.sas,yes
sas/macros/m_ecl_calc.sas,core,ecl_calc,calculate account-level discounted ECL,stg.disc|stg.exposure,stg.curve_j|stg.curve_h|stg.ecl_raw|stg.ecl_acct,log_step,sas/driver/run_ifrs9_ecl.sas,yes
sas/macros/m_export_disclosure.sas,core,export_disclosure,export segment disclosure CSV and Finance GL feed,out.ecl_by_segment,&OUTBOUND./ecl_by_segment_&period..csv|&OUTBOUND./ECL_GL_FEED_&period..txt,log_step,sas/driver/run_ifrs9_ecl.sas,yes
sas/macros/m_forward_looking_overlay.sas,core,fli_overlay,assign segment forward-looking overlay,stg.staged,stg.exposure,log_step,sas/driver/run_ifrs9_ecl.sas,yes
sas/macros/m_lgd_secured.sas,core,lgd_secured,calculate collateral-based secured LGD,stg.pd_pit|stg.collateral|&BASE./config/rules/collateral_haircuts.csv|&BASE./config/rules/lgd_floors.csv,stg.haircuts|stg.floors|stg.sec_base|stg.lgd_sec,log_step,sas/driver/run_ifrs9_ecl.sas,yes
sas/macros/m_lgd_unsecured.sas,core,lgd_unsecured,assign segment unsecured LGD,stg.pd_pit,stg.lgd_unsec,log_step,sas/driver/run_ifrs9_ecl.sas,yes
sas/macros/m_load_loan_tape.sas,core,load_loan_tape,import and clean loan tape and collateral,&INBOUND./loan_tape_&period..csv|&INBOUND./collateral_&period..csv,stg.loan_tape|stg.collateral,log_step|assert_rows,sas/driver/run_ifrs9_ecl.sas,yes
sas/macros/m_map_product_hierarchy.sas,core,map_product_hierarchy,join products to segment and security attributes,stg.tape_clean|&BASE./config/rules/product_hierarchy.csv,stg.prod_hier|stg.tape_mapped,log_step,sas/driver/run_ifrs9_ecl.sas,yes
sas/macros/m_pd_pit.sas,core,pd_pit,calculate macro-scaled PIT PD,stg.ead|&INBOUND./macro_scenarios.csv,stg.scen|stg.scen_w|stg.scalar|stg.pd_pit|&MACRO_SCALAR,log_step,sas/driver/run_ifrs9_ecl.sas,yes
sas/macros/m_pd_term_structure.sas,core,pd_term_structure,build constant-hazard monthly PD curve,stg.pd_pit,stg.pd_curve|stg.pd_lifetime,log_step,sas/driver/run_ifrs9_ecl.sas,yes
sas/macros/m_pd_ttc.sas,core,pd_ttc,calculate deprecated TTC grade PD,,,log_step,NONE,no
sas/macros/m_recon_controls.sas,core,recon_controls,write EAD and ECL reconciliation controls,stg.tape_arrears|stg.ecl_acct,log only,log_step,sas/driver/run_ifrs9_ecl.sas,yes
sas/macros/m_staging_sicr.sas,core,staging_sicr,assign IFRS 9 stages and SICR reasons,stg.lgd_life|&BASE./config/rules/sicr_thresholds.csv,stg.sicr|stg.stage_base|stg.staged,log_step,sas/driver/run_ifrs9_ecl.sas,yes
sas/macros/m_util_dates.sas,util,months_between,calculate month interval,,,,NONE,no
sas/macros/m_util_dates.sas,util,period_dates,derive reporting and prior periods,&PERIOD,&RPT_DT|&RPT_DT_SAS|&PRIOR_YYYYMM,,sas/driver/run_ifrs9_ecl.sas,yes
sas/macros/m_util_logging.sas,util,assert_rows,enforce a minimum row count,dataset passed as ds parameter,log only,,ext_book_mapping|ext_collections_status|ext_cust_master|ext_default_register|ext_forbearance_cases|ext_gl_balances|ext_interest_rates|ext_limit_management|ext_macro_forecast|ext_prior_ecl|ext_product_reference|ext_rating_grades|ext_securitisation|ext_valuation_feed|ext_write_offs|clean_loan_tape|load_loan_tape|sas/etl/m_ext_book_mapping.sas|sas/etl/m_ext_collections_status.sas|sas/etl/m_ext_cust_master.sas|sas/etl/m_ext_default_register.sas|sas/etl/m_ext_forbearance_cases.sas|sas/etl/m_ext_gl_balances.sas|sas/etl/m_ext_interest_rates.sas|sas/etl/m_ext_limit_management.sas|sas/etl/m_ext_macro_forecast.sas|sas/etl/m_ext_prior_ecl.sas|sas/etl/m_ext_product_reference.sas|sas/etl/m_ext_rating_grades.sas|sas/etl/m_ext_securitisation.sas|sas/etl/m_ext_valuation_feed.sas|sas/etl/m_ext_write_offs.sas|sas/macros/m_clean_loan_tape.sas|sas/macros/m_load_loan_tape.sas,yes
sas/macros/m_util_logging.sas,util,log_step,write an execution-step log entry,,log only,,ext_book_mapping|ext_collections_status|ext_cust_master|ext_default_register|ext_forbearance_cases|ext_gl_balances|ext_interest_rates|ext_limit_management|ext_macro_forecast|ext_prior_ecl|ext_product_reference|ext_rating_grades|ext_securitisation|ext_valuation_feed|ext_write_offs|aggregate_reporting|clean_loan_tape|derive_arrears|discount_eir|ead_ccf|ecl_calc|export_disclosure|fli_overlay|lgd_secured|lgd_unsecured|load_loan_tape|map_product_hierarchy|pd_pit|pd_term_structure|pd_ttc|recon_controls|staging_sicr|ovr_ashdown|ovr_ashdown_controls|ovr_calder|ovr_calder_controls|ovr_fenwick|ovr_fenwick_controls|ovr_kelvin|ovr_kelvin_controls|ovr_lowry|ovr_lowry_controls|ovr_meridian|ovr_meridian_controls|ovr_ngcore|ovr_ngcore_controls|ovr_orwell|ovr_orwell_controls|ovr_pennine|ovr_pennine_controls|ovr_severn|ovr_severn_controls|ovr_stanmore|ovr_stanmore_controls|ovr_trent|ovr_trent_controls|rpt_audit_sample_extract|rpt_board_provision_pack|rpt_board_sensitivity|rpt_data_quality_dashboard|rpt_eba_fintrep_18|rpt_eba_fintrep_19|rpt_gl_feed_recon|rpt_gl_journal_extract|rpt_ifrs7_coverage|rpt_ifrs7_ecl_movement|rpt_ifrs7_stage_recon|rpt_irb_backtest_lgd|rpt_irb_backtest_pd|rpt_model_monitoring|rpt_pillar3_cq1|rpt_pillar3_cq3|rpt_pillar3_cr1|rpt_pillar3_cr2|rpt_prior_period_compare|rpt_stress_icaap_feed|sas/etl/m_ext_book_mapping.sas|sas/etl/m_ext_collections_status.sas|sas/etl/m_ext_cust_master.sas|sas/etl/m_ext_default_register.sas|sas/etl/m_ext_forbearance_cases.sas|sas/etl/m_ext_gl_balances.sas|sas/etl/m_ext_interest_rates.sas|sas/etl/m_ext_limit_management.sas|sas/etl/m_ext_macro_forecast.sas|sas/etl/m_ext_prior_ecl.sas|sas/etl/m_ext_product_reference.sas|sas/etl/m_ext_rating_grades.sas|sas/etl/m_ext_securitisation.sas|sas/etl/m_ext_valuation_feed.sas|sas/etl/m_ext_write_offs.sas|sas/macros/m_aggregate_reporting.sas|sas/macros/m_clean_loan_tape.sas|sas/macros/m_derive_arrears.sas|sas/macros/m_discount_eir.sas|sas/macros/m_ead_ccf.sas|sas/macros/m_ecl_calc.sas|sas/macros/m_export_disclosure.sas|sas/macros/m_forward_looking_overlay.sas|sas/macros/m_lgd_secured.sas|sas/macros/m_lgd_unsecured.sas|sas/macros/m_load_loan_tape.sas|sas/macros/m_map_product_hierarchy.sas|sas/macros/m_pd_pit.sas|sas/macros/m_pd_term_structure.sas|sas/macros/m_pd_ttc.sas|sas/macros/m_recon_controls.sas|sas/macros/m_staging_sicr.sas|sas/macros/portfolio/m_ovr_ashdown.sas|sas/macros/portfolio/m_ovr_calder.sas|sas/macros/portfolio/m_ovr_fenwick.sas|sas/macros/portfolio/m_ovr_kelvin.sas|sas/macros/portfolio/m_ovr_lowry.sas|sas/macros/portfolio/m_ovr_meridian.sas|sas/macros/portfolio/m_ovr_ngcore.sas|sas/macros/portfolio/m_ovr_orwell.sas|sas/macros/portfolio/m_ovr_pennine.sas|sas/macros/portfolio/m_ovr_severn.sas|sas/macros/portfolio/m_ovr_stanmore.sas|sas/macros/portfolio/m_ovr_trent.sas|sas/reports/m_rpt_audit_sample_extract.sas|sas/reports/m_rpt_board_provision_pack.sas|sas/reports/m_rpt_board_sensitivity.sas|sas/reports/m_rpt_data_quality_dashboard.sas|sas/reports/m_rpt_eba_fintrep_18.sas|sas/reports/m_rpt_eba_fintrep_19.sas|sas/reports/m_rpt_gl_feed_recon.sas|sas/reports/m_rpt_gl_journal_extract.sas|sas/reports/m_rpt_ifrs7_coverage.sas|sas/reports/m_rpt_ifrs7_ecl_movement.sas|sas/reports/m_rpt_ifrs7_stage_recon.sas|sas/reports/m_rpt_irb_backtest_lgd.sas|sas/reports/m_rpt_irb_backtest_pd.sas|sas/reports/m_rpt_model_monitoring.sas|sas/reports/m_rpt_pillar3_cq1.sas|sas/reports/m_rpt_pillar3_cq3.sas|sas/reports/m_rpt_pillar3_cr1.sas|sas/reports/m_rpt_pillar3_cr2.sas|sas/reports/m_rpt_prior_period_compare.sas|sas/reports/m_rpt_stress_icaap_feed.sas,yes
sas/etl/m_ext_book_mapping.sas,etl,ext_book_mapping,load and validate book mapping extract,&INBOUND./book_mapping_&period..csv,stg.book_mapping,log_step|assert_rows,NONE,no
sas/etl/m_ext_collections_status.sas,etl,ext_collections_status,load and validate collections status extract,&INBOUND./collections_status_&period..csv,stg.collections_status,log_step|assert_rows,NONE,no
sas/etl/m_ext_cust_master.sas,etl,ext_cust_master,load and validate cust master extract,&INBOUND./cust_master_&period..csv,stg.cust_master,log_step|assert_rows,NONE,no
sas/etl/m_ext_default_register.sas,etl,ext_default_register,load and validate default register extract,&INBOUND./default_register_&period..csv,stg.default_register,log_step|assert_rows,NONE,no
sas/etl/m_ext_forbearance_cases.sas,etl,ext_forbearance_cases,load and validate forbearance cases extract,&INBOUND./forbearance_cases_&period..csv,stg.forbearance_cases,log_step|assert_rows,NONE,no
sas/etl/m_ext_gl_balances.sas,etl,ext_gl_balances,load and validate gl balances extract,&INBOUND./gl_balances_&period..csv,stg.gl_balances,log_step|assert_rows,NONE,no
sas/etl/m_ext_interest_rates.sas,etl,ext_interest_rates,load and validate interest rates extract,&INBOUND./interest_rates_&period..csv,stg.interest_rates,log_step|assert_rows,NONE,no
sas/etl/m_ext_limit_management.sas,etl,ext_limit_management,load and validate limit management extract,&INBOUND./limit_management_&period..csv,stg.limit_management,log_step|assert_rows,NONE,no
sas/etl/m_ext_macro_forecast.sas,etl,ext_macro_forecast,load and validate macro forecast extract,&INBOUND./macro_forecast_&period..csv,stg.macro_forecast,log_step|assert_rows,NONE,no
sas/etl/m_ext_prior_ecl.sas,etl,ext_prior_ecl,load and validate prior ecl extract,&INBOUND./prior_ecl_&period..csv,stg.prior_ecl,log_step|assert_rows,NONE,no
sas/etl/m_ext_product_reference.sas,etl,ext_product_reference,load and validate product reference extract,&INBOUND./product_reference_&period..csv,stg.product_reference,log_step|assert_rows,NONE,no
sas/etl/m_ext_rating_grades.sas,etl,ext_rating_grades,load and validate rating grades extract,&INBOUND./rating_grades_&period..csv,stg.rating_grades,log_step|assert_rows,NONE,no
sas/etl/m_ext_securitisation.sas,etl,ext_securitisation,load and validate securitisation extract,&INBOUND./securitisation_&period..csv,stg.securitisation,log_step|assert_rows,NONE,no
sas/etl/m_ext_valuation_feed.sas,etl,ext_valuation_feed,load and validate valuation feed extract,&INBOUND./valuation_feed_&period..csv,stg.valuation_feed,log_step|assert_rows,NONE,no
sas/etl/m_ext_write_offs.sas,etl,ext_write_offs,load and validate write offs extract,&INBOUND./write_offs_&period..csv,stg.write_offs,log_step|assert_rows,NONE,no
sas/macros/portfolio/m_ovr_ashdown.sas,portfolio_override,ovr_ashdown,apply ashdown portfolio rule,,,log_step,NONE,no
sas/macros/portfolio/m_ovr_ashdown.sas,portfolio_override,ovr_ashdown_controls,apply ashdown controls portfolio rule,,,log_step,NONE,no
sas/macros/portfolio/m_ovr_ashdown.sas,portfolio_override,ovr_ashdown_recon,apply ashdown recon portfolio rule,,,,NONE,no
sas/macros/portfolio/m_ovr_calder.sas,portfolio_override,ovr_calder,apply calder portfolio rule,,,log_step,NONE,no
sas/macros/portfolio/m_ovr_calder.sas,portfolio_override,ovr_calder_controls,apply calder controls portfolio rule,,,log_step,NONE,no
sas/macros/portfolio/m_ovr_calder.sas,portfolio_override,ovr_calder_recon,apply calder recon portfolio rule,,,,NONE,no
sas/macros/portfolio/m_ovr_fenwick.sas,portfolio_override,ovr_fenwick,apply fenwick portfolio rule,,,log_step,NONE,no
sas/macros/portfolio/m_ovr_fenwick.sas,portfolio_override,ovr_fenwick_controls,apply fenwick controls portfolio rule,,,log_step,NONE,no
sas/macros/portfolio/m_ovr_fenwick.sas,portfolio_override,ovr_fenwick_recon,apply fenwick recon portfolio rule,,,,NONE,no
sas/macros/portfolio/m_ovr_kelvin.sas,portfolio_override,ovr_kelvin,apply kelvin portfolio rule,,,log_step,NONE,no
sas/macros/portfolio/m_ovr_kelvin.sas,portfolio_override,ovr_kelvin_controls,apply kelvin controls portfolio rule,,,log_step,NONE,no
sas/macros/portfolio/m_ovr_kelvin.sas,portfolio_override,ovr_kelvin_recon,apply kelvin recon portfolio rule,,,,NONE,no
sas/macros/portfolio/m_ovr_lowry.sas,portfolio_override,ovr_lowry,apply lowry portfolio rule,,,log_step,NONE,no
sas/macros/portfolio/m_ovr_lowry.sas,portfolio_override,ovr_lowry_controls,apply lowry controls portfolio rule,,,log_step,NONE,no
sas/macros/portfolio/m_ovr_lowry.sas,portfolio_override,ovr_lowry_recon,apply lowry recon portfolio rule,,,,NONE,no
sas/macros/portfolio/m_ovr_meridian.sas,portfolio_override,ovr_meridian,apply meridian portfolio rule,,,log_step,NONE,no
sas/macros/portfolio/m_ovr_meridian.sas,portfolio_override,ovr_meridian_controls,apply meridian controls portfolio rule,,,log_step,NONE,no
sas/macros/portfolio/m_ovr_meridian.sas,portfolio_override,ovr_meridian_recon,apply meridian recon portfolio rule,,,,NONE,no
sas/macros/portfolio/m_ovr_ngcore.sas,portfolio_override,ovr_ngcore,apply ngcore portfolio rule,,,log_step,NONE,no
sas/macros/portfolio/m_ovr_ngcore.sas,portfolio_override,ovr_ngcore_controls,apply ngcore controls portfolio rule,,,log_step,NONE,no
sas/macros/portfolio/m_ovr_ngcore.sas,portfolio_override,ovr_ngcore_recon,apply ngcore recon portfolio rule,,,,NONE,no
sas/macros/portfolio/m_ovr_orwell.sas,portfolio_override,ovr_orwell,apply orwell portfolio rule,,,log_step,NONE,no
sas/macros/portfolio/m_ovr_orwell.sas,portfolio_override,ovr_orwell_controls,apply orwell controls portfolio rule,,,log_step,NONE,no
sas/macros/portfolio/m_ovr_orwell.sas,portfolio_override,ovr_orwell_recon,apply orwell recon portfolio rule,,,,NONE,no
sas/macros/portfolio/m_ovr_pennine.sas,portfolio_override,ovr_pennine,apply pennine portfolio rule,,,log_step,NONE,no
sas/macros/portfolio/m_ovr_pennine.sas,portfolio_override,ovr_pennine_controls,apply pennine controls portfolio rule,,,log_step,NONE,no
sas/macros/portfolio/m_ovr_pennine.sas,portfolio_override,ovr_pennine_recon,apply pennine recon portfolio rule,,,,NONE,no
sas/macros/portfolio/m_ovr_severn.sas,portfolio_override,ovr_severn,apply severn portfolio rule,,,log_step,NONE,no
sas/macros/portfolio/m_ovr_severn.sas,portfolio_override,ovr_severn_controls,apply severn controls portfolio rule,,,log_step,NONE,no
sas/macros/portfolio/m_ovr_severn.sas,portfolio_override,ovr_severn_recon,apply severn recon portfolio rule,,,,NONE,no
sas/macros/portfolio/m_ovr_stanmore.sas,portfolio_override,ovr_stanmore,apply stanmore portfolio rule,,,log_step,NONE,no
sas/macros/portfolio/m_ovr_stanmore.sas,portfolio_override,ovr_stanmore_controls,apply stanmore controls portfolio rule,,,log_step,NONE,no
sas/macros/portfolio/m_ovr_stanmore.sas,portfolio_override,ovr_stanmore_recon,apply stanmore recon portfolio rule,,,,NONE,no
sas/macros/portfolio/m_ovr_trent.sas,portfolio_override,ovr_trent,apply trent portfolio rule,,,log_step,NONE,no
sas/macros/portfolio/m_ovr_trent.sas,portfolio_override,ovr_trent_controls,apply trent controls portfolio rule,,,log_step,NONE,no
sas/macros/portfolio/m_ovr_trent.sas,portfolio_override,ovr_trent_recon,apply trent recon portfolio rule,,,,NONE,no
sas/reports/m_rpt_audit_sample_extract.sas,report,rpt_audit_sample_extract,"produce EAD, ECL and coverage by segment and SICR reason for Internal Audit sampling",stg.ecl_acct,stg.rpt_audit_sample_extract,log_step,NONE,no
sas/reports/m_rpt_audit_sample_extract.sas,report,rpt_audit_sample_extract_archive,"produce EAD, ECL and coverage by segment and SICR reason for Internal Audit sampling",stg.rpt_audit_sample_extract,hist.rpt_audit_sample_extract_&period,,NONE,no
sas/reports/m_rpt_audit_sample_extract.sas,report,rpt_audit_sample_extract_validate,"produce EAD, ECL and coverage by segment and SICR reason for Internal Audit sampling",stg.rpt_audit_sample_extract|hist.rpt_audit_sample_extract_&PRIOR_YYYYMM,log only,,NONE,no
sas/reports/m_rpt_board_provision_pack.sas,report,rpt_board_provision_pack,produce board provision totals by segment,stg.ecl_acct,stg.rpt_board_provision_pack,log_step,NONE,no
sas/reports/m_rpt_board_provision_pack.sas,report,rpt_board_provision_pack_archive,produce board provision totals by segment,stg.rpt_board_provision_pack,hist.rpt_board_provision_pack_&period,,NONE,no
sas/reports/m_rpt_board_provision_pack.sas,report,rpt_board_provision_pack_validate,produce board provision totals by segment,stg.rpt_board_provision_pack|hist.rpt_board_provision_pack_&PRIOR_YYYYMM,log only,,NONE,no
sas/reports/m_rpt_board_sensitivity.sas,report,rpt_board_sensitivity,"produce defaulted ECL sensitivity by segment, stage and arrears bucket",stg.ecl_acct,stg.rpt_board_sensitivity,log_step,NONE,no
sas/reports/m_rpt_board_sensitivity.sas,report,rpt_board_sensitivity_archive,"produce defaulted ECL sensitivity by segment, stage and arrears bucket",stg.rpt_board_sensitivity,hist.rpt_board_sensitivity_&period,,NONE,no
sas/reports/m_rpt_board_sensitivity.sas,report,rpt_board_sensitivity_validate,"produce defaulted ECL sensitivity by segment, stage and arrears bucket",stg.rpt_board_sensitivity|hist.rpt_board_sensitivity_&PRIOR_YYYYMM,log only,,NONE,no
sas/reports/m_rpt_data_quality_dashboard.sas,report,rpt_data_quality_dashboard,produce a Stage 2 and Stage 3 data-quality dashboard,stg.ecl_acct,stg.rpt_data_quality_dashboard,log_step,NONE,no
sas/reports/m_rpt_data_quality_dashboard.sas,report,rpt_data_quality_dashboard_archive,produce a Stage 2 and Stage 3 data-quality dashboard,stg.rpt_data_quality_dashboard,hist.rpt_data_quality_dashboard_&period,,NONE,no
sas/reports/m_rpt_data_quality_dashboard.sas,report,rpt_data_quality_dashboard_validate,produce a Stage 2 and Stage 3 data-quality dashboard,stg.rpt_data_quality_dashboard|hist.rpt_data_quality_dashboard_&PRIOR_YYYYMM,log only,,NONE,no
sas/reports/m_rpt_eba_fintrep_18.sas,report,rpt_eba_fintrep_18,produce FINREP 18 defaulted exposure totals,stg.ecl_acct,stg.rpt_eba_fintrep_18,log_step,NONE,no
sas/reports/m_rpt_eba_fintrep_18.sas,report,rpt_eba_fintrep_18_archive,produce FINREP 18 defaulted exposure totals,stg.rpt_eba_fintrep_18,hist.rpt_eba_fintrep_18_&period,,NONE,no
sas/reports/m_rpt_eba_fintrep_18.sas,report,rpt_eba_fintrep_18_validate,produce FINREP 18 defaulted exposure totals,stg.rpt_eba_fintrep_18|hist.rpt_eba_fintrep_18_&PRIOR_YYYYMM,log only,,NONE,no
sas/reports/m_rpt_eba_fintrep_19.sas,report,rpt_eba_fintrep_19,produce FINREP 19 Stage 2 and Stage 3 exposure totals,stg.ecl_acct,stg.rpt_eba_fintrep_19,log_step,NONE,no
sas/reports/m_rpt_eba_fintrep_19.sas,report,rpt_eba_fintrep_19_archive,produce FINREP 19 Stage 2 and Stage 3 exposure totals,stg.rpt_eba_fintrep_19,hist.rpt_eba_fintrep_19_&period,,NONE,no
sas/reports/m_rpt_eba_fintrep_19.sas,report,rpt_eba_fintrep_19_validate,produce FINREP 19 Stage 2 and Stage 3 exposure totals,stg.rpt_eba_fintrep_19|hist.rpt_eba_fintrep_19_&PRIOR_YYYYMM,log only,,NONE,no
sas/reports/m_rpt_gl_feed_recon.sas,report,rpt_gl_feed_recon,reconcile GL feed totals by segment and SICR reason,stg.ecl_acct,stg.rpt_gl_feed_recon,log_step,NONE,no
sas/reports/m_rpt_gl_feed_recon.sas,report,rpt_gl_feed_recon_archive,reconcile GL feed totals by segment and SICR reason,stg.rpt_gl_feed_recon,hist.rpt_gl_feed_recon_&period,,NONE,no
sas/reports/m_rpt_gl_feed_recon.sas,report,rpt_gl_feed_recon_validate,reconcile GL feed totals by segment and SICR reason,stg.rpt_gl_feed_recon|hist.rpt_gl_feed_recon_&PRIOR_YYYYMM,log only,,NONE,no
sas/reports/m_rpt_gl_journal_extract.sas,report,rpt_gl_journal_extract,produce defaulted provision journal totals by segment and stage,stg.ecl_acct,stg.rpt_gl_journal_extract,log_step,NONE,no
sas/reports/m_rpt_gl_journal_extract.sas,report,rpt_gl_journal_extract_archive,produce defaulted provision journal totals by segment and stage,stg.rpt_gl_journal_extract,hist.rpt_gl_journal_extract_&period,,NONE,no
sas/reports/m_rpt_gl_journal_extract.sas,report,rpt_gl_journal_extract_validate,produce defaulted provision journal totals by segment and stage,stg.rpt_gl_journal_extract|hist.rpt_gl_journal_extract_&PRIOR_YYYYMM,log only,,NONE,no
sas/reports/m_rpt_ifrs7_coverage.sas,report,rpt_ifrs7_coverage,produce forbearance coverage by book and segment,stg.ecl_acct,stg.rpt_ifrs7_coverage,log_step,NONE,no
sas/reports/m_rpt_ifrs7_coverage.sas,report,rpt_ifrs7_coverage_archive,produce forbearance coverage by book and segment,stg.rpt_ifrs7_coverage,hist.rpt_ifrs7_coverage_&period,,NONE,no
sas/reports/m_rpt_ifrs7_coverage.sas,report,rpt_ifrs7_coverage_validate,produce forbearance coverage by book and segment,stg.rpt_ifrs7_coverage|hist.rpt_ifrs7_coverage_&PRIOR_YYYYMM,log only,,NONE,no
sas/reports/m_rpt_ifrs7_ecl_movement.sas,report,rpt_ifrs7_ecl_movement,produce ECL movement totals by stage,stg.ecl_acct,stg.rpt_ifrs7_ecl_movement,log_step,NONE,no
sas/reports/m_rpt_ifrs7_ecl_movement.sas,report,rpt_ifrs7_ecl_movement_archive,produce ECL movement totals by stage,stg.rpt_ifrs7_ecl_movement,hist.rpt_ifrs7_ecl_movement_&period,,NONE,no
sas/reports/m_rpt_ifrs7_ecl_movement.sas,report,rpt_ifrs7_ecl_movement_validate,produce ECL movement totals by stage,stg.rpt_ifrs7_ecl_movement|hist.rpt_ifrs7_ecl_movement_&PRIOR_YYYYMM,log only,,NONE,no
sas/reports/m_rpt_ifrs7_stage_recon.sas,report,rpt_ifrs7_stage_recon,reconcile defaulted staging by book and segment,stg.ecl_acct,stg.rpt_ifrs7_stage_recon,log_step,NONE,no
sas/reports/m_rpt_ifrs7_stage_recon.sas,report,rpt_ifrs7_stage_recon_archive,reconcile defaulted staging by book and segment,stg.rpt_ifrs7_stage_recon,hist.rpt_ifrs7_stage_recon_&period,,NONE,no
sas/reports/m_rpt_ifrs7_stage_recon.sas,report,rpt_ifrs7_stage_recon_validate,reconcile defaulted staging by book and segment,stg.rpt_ifrs7_stage_recon|hist.rpt_ifrs7_stage_recon_&PRIOR_YYYYMM,log only,,NONE,no
sas/reports/m_rpt_irb_backtest_lgd.sas,report,rpt_irb_backtest_lgd,produce forbearance LGD back-test totals by segment,stg.ecl_acct,stg.rpt_irb_backtest_lgd,log_step,NONE,no
sas/reports/m_rpt_irb_backtest_lgd.sas,report,rpt_irb_backtest_lgd_archive,produce forbearance LGD back-test totals by segment,stg.rpt_irb_backtest_lgd,hist.rpt_irb_backtest_lgd_&period,,NONE,no
sas/reports/m_rpt_irb_backtest_lgd.sas,report,rpt_irb_backtest_lgd_validate,produce forbearance LGD back-test totals by segment,stg.rpt_irb_backtest_lgd|hist.rpt_irb_backtest_lgd_&PRIOR_YYYYMM,log only,,NONE,no
sas/reports/m_rpt_irb_backtest_pd.sas,report,rpt_irb_backtest_pd,produce Stage 2 and Stage 3 PD back-test totals,stg.ecl_acct,stg.rpt_irb_backtest_pd,log_step,NONE,no
sas/reports/m_rpt_irb_backtest_pd.sas,report,rpt_irb_backtest_pd_archive,produce Stage 2 and Stage 3 PD back-test totals,stg.rpt_irb_backtest_pd,hist.rpt_irb_backtest_pd_&period,,NONE,no
sas/reports/m_rpt_irb_backtest_pd.sas,report,rpt_irb_backtest_pd_validate,produce Stage 2 and Stage 3 PD back-test totals,stg.rpt_irb_backtest_pd|hist.rpt_irb_backtest_pd_&PRIOR_YYYYMM,log only,,NONE,no
sas/reports/m_rpt_model_monitoring.sas,report,rpt_model_monitoring,produce defaulted model-monitoring totals by segment and stage,stg.ecl_acct,stg.rpt_model_monitoring,log_step,NONE,no
sas/reports/m_rpt_model_monitoring.sas,report,rpt_model_monitoring_archive,produce defaulted model-monitoring totals by segment and stage,stg.rpt_model_monitoring,hist.rpt_model_monitoring_&period,,NONE,no
sas/reports/m_rpt_model_monitoring.sas,report,rpt_model_monitoring_validate,produce defaulted model-monitoring totals by segment and stage,stg.rpt_model_monitoring|hist.rpt_model_monitoring_&PRIOR_YYYYMM,log only,,NONE,no
sas/reports/m_rpt_pillar3_cq1.sas,report,rpt_pillar3_cq1,produce Pillar 3 CQ1 exposure totals by book and segment,stg.ecl_acct,stg.rpt_pillar3_cq1,log_step,NONE,no
sas/reports/m_rpt_pillar3_cq1.sas,report,rpt_pillar3_cq1_archive,produce Pillar 3 CQ1 exposure totals by book and segment,stg.rpt_pillar3_cq1,hist.rpt_pillar3_cq1_&period,,NONE,no
sas/reports/m_rpt_pillar3_cq1.sas,report,rpt_pillar3_cq1_validate,produce Pillar 3 CQ1 exposure totals by book and segment,stg.rpt_pillar3_cq1|hist.rpt_pillar3_cq1_&PRIOR_YYYYMM,log only,,NONE,no
